Picklist_date,picklist_no,picklist_type,stores_in_picklist
2025-12-08,2913,bulk,"400156.0,395983.0"
2025-12-08,2914,bulk,"396467.0,394413.0"
2025-12-08,2915,bulk,"400698.0,396467.0"
2025-12-08,2916,bulk,"399816.0,395983.0"
2025-12-08,2917,bulk,"392424.0,401309.0"
2025-12-08,2918,bulk,"396467.0,400156.0"
2025-12-08,2919,multi order,"392424.0,395983.0"
2025-12-08,2920,bulk,"399816.0,396446.0"
2025-12-08,2921,multi order,"395468.0,400156.0"
2025-12-08,2922,bulk,"399816.0,396467.0"
2025-12-08,2923,bulk,"401309.0,395983.0"
2025-12-08,2924,bulk,"396446.0,395983.0"
2025-12-08,2925,bulk,"392424.0,401309.0"
2025-12-08,2926,multi order,"400976.0,400156.0"
2025-12-08,2927,bulk,"400976.0,400698.0"
2025-12-08,2928,bulk,"400698.0,395468.0"
2025-12-08,2929,multi order,"396467.0,396446.0"
2025-12-08,2930,bulk,"399816.0,396467.0"
2025-12-08,2931,bulk,"401309.0,395983.0"
2025-12-08,2932,multi order,"392424.0,400976.0"
2025-12-08,2933,bulk,"399816.0,401309.0"
2025-12-08,2934,multi order,"396467.0,396446.0"
2025-12-08,2935,bulk,"399816.0,401309.0"
2025-12-08,2936,bulk,"400156.0,394413.0"
2025-12-08,2937,multi order,"400976.0,394413.0"
2025-12-08,2938,bulk,"392424.0,396446.0"
2025-12-08,2939,bulk,"400156.0,401309.0"
2025-12-08,2940,bulk,"400698.0,394413.0"
2025-12-08,2941,multi order,"396467.0,401309.0"
2025-12-08,2942,bulk,"396467.0,396446.0"
2025-12-08,2943,bulk,"400976.0,395468.0"
2025-12-08,2944,bulk,"396446.0,395983.0"
2025-12-08,2945,bulk,"400976.0,395468.0"
2025-12-08,2946,bulk,"394413.0,401309.0"
2025-12-08,2947,multi order,"399816.0,394413.0"
2025-12-08,2948,multi order,"400698.0,401309.0"
2025-12-08,2949,bulk,"392424.0,396446.0"
2025-12-08,2950,bulk,"400698.0,396467.0"
2025-12-08,2951,bulk,"395468.0,395983.0"
2025-12-08,2952,bulk,"396467.0,395983.0"
2025-12-08,2953,bulk,"400976.0,395468.0"
2025-12-08,2954,bulk,"392424.0,401309.0"
2025-12-08,2955,bulk,"396467.0,395983.0"
2025-12-08,2956,bulk,"399816.0,400156.0"
2025-12-08,2957,bulk,"400698.0,394413.0"
2025-12-08,2958,multi order,"396467.0,401309.0"
2025-12-08,2959,multi order,"400156.0,395983.0"
2025-12-08,2960,multi order,"401309.0,394413.0"
2025-12-08,2961,bulk,"399816.0,400156.0"
2025-12-08,2962,multi order,"401309.0,396446.0"
2025-12-08,2963,bulk,"392424.0,396467.0"
2025-12-08,2964,bulk,"394413.0,401309.0"
2025-12-08,2965,bulk,"392424.0,396467.0"
2025-12-08,2966,bulk,"400976.0,401309.0"
2025-12-08,2967,bulk,"399816.0,392424.0"
2025-12-08,2968,multi order,"392424.0,396467.0"
2025-12-08,2969,bulk,"400698.0,396467.0"
2025-12-08,2970,multi order,"399816.0,401309.0"
2025-12-08,2971,bulk,"394413.0,395983.0"
2025-12-08,2972,multi order,"392424.0,399816.0"
2025-12-08,2973,bulk,"400156.0,395983.0"
2025-12-08,2974,bulk,"396467.0,395468.0"
2025-12-08,2975,multi order,"400156.0,401309.0"
2025-12-08,2976,multi order,"399816.0,395468.0"
2025-12-08,2977,bulk,"400976.0,396467.0"
2025-12-08,2978,multi order,"394413.0,395983.0"
2025-12-08,2979,bulk,"392424.0,400976.0"
2025-12-08,2980,bulk,"394413.0,396446.0"
2025-12-08,2981,multi order,"400976.0,396467.0"
2025-12-08,2982,bulk,"399816.0,401309.0"
2025-12-08,2983,bulk,"392424.0,400698.0"
2025-12-08,2984,multi order,"399816.0,400976.0"
2025-12-08,2985,bulk,"399816.0,396467.0"
2025-12-08,2986,bulk,"392424.0,396467.0"
2025-12-08,2987,multi order,"400976.0,394413.0"
2025-12-08,2988,bulk,"392424.0,396446.0"
2025-12-08,2989,bulk,"396467.0,395468.0"
2025-12-08,2990,bulk,"399816.0,396446.0"
2025-12-08,2991,bulk,"400698.0,401309.0"
2025-12-08,2992,bulk,"392424.0,400156.0"
2025-12-08,2993,bulk,"399816.0,392424.0"
2025-12-08,2994,multi order,"400698.0,401309.0"
2025-12-08,2995,bulk,"396467.0,395983.0"
2025-12-08,2996,multi order,"400698.0,396467.0"
2025-12-08,2997,bulk,"400976.0,400156.0"
2025-12-08,2998,bulk,"399816.0,400698.0"
2025-12-08,2999,bulk,"399816.0,396467.0"
2025-12-08,3000,multi order,"396467.0,395468.0"
2025-12-08,3001,bulk,"400156.0,401309.0"
2025-12-08,3002,multi order,"400976.0,399816.0"
2025-12-08,3003,bulk,"395468.0,395983.0"
2025-12-08,3004,multi order,"392424.0,400156.0"
2025-12-08,3005,bulk,"400976.0,394413.0"
2025-12-08,3006,bulk,"400156.0,396446.0"
2025-12-08,3007,bulk,"394413.0,396446.0"
2025-12-08,3008,bulk,"392424.0,401309.0"
2025-12-08,3009,bulk,"400156.0,395983.0"
2025-12-08,3010,bulk,"401309.0,396446.0"
2025-12-08,3011,bulk,"392424.0,400156.0"
2025-12-08,3012,bulk,"394413.0,396446.0"
2025-12-08,3013,multi order,"401309.0,395983.0"
2025-12-08,3014,bulk,"392424.0,400156.0"
2025-12-08,3015,bulk,"395468.0,401309.0"
2025-12-08,3016,multi order,"400976.0,395468.0"
2025-12-08,3017,multi order,"400698.0,400156.0"
2025-12-08,3018,multi order,"392424.0,401309.0"
2025-12-08,3019,bulk,"392424.0,396467.0"
2025-12-08,3020,bulk,"394413.0,401309.0"
2025-12-08,3021,bulk,"399816.0,400156.0"
2025-12-08,3022,bulk,"392424.0,400698.0"
2025-12-08,3023,bulk,"399816.0,400156.0"
2025-12-08,3024,bulk,"392424.0,394413.0"
2025-12-08,3025,bulk,"399816.0,401309.0"
2025-12-08,3026,bulk,"396467.0,401309.0"
2025-12-08,3027,bulk,"399816.0,400698.0"
2025-12-08,3028,multi order,"401309.0,396446.0"
2025-12-08,3029,bulk,"396467.0,396446.0"
2025-12-08,3030,multi order,"395468.0,401309.0"
2025-12-08,3031,multi order,"399816.0,396467.0"
2025-12-08,3032,multi order,"395468.0,401309.0"
2025-12-08,3033,bulk,"399816.0,401309.0"
2025-12-08,3034,multi order,"400698.0,400156.0"
2025-12-08,3035,bulk,"399816.0,395983.0"
2025-12-08,3036,multi order,"396467.0,395983.0"
2025-12-08,3037,multi order,"392424.0,400698.0"
2025-12-08,3038,multi order,"394413.0,401309.0"
2025-12-08,3039,multi order,"399816.0,395468.0"
2025-12-08,3040,bulk,"401309.0,395983.0"
2025-12-08,3041,bulk,"400698.0,396446.0"
2025-12-08,3042,bulk,"400156.0,396446.0"
2025-12-08,3043,bulk,"396467.0,394413.0"
2025-12-08,3044,bulk,"400976.0,395468.0"
2025-12-08,3045,bulk,"392424.0,394413.0"
2025-12-08,3046,bulk,"401309.0,396446.0"
2025-12-08,3047,bulk,"395468.0,401309.0"
2025-12-08,3048,bulk,"401309.0,396446.0"
2025-12-08,3049,bulk,"400976.0,400156.0"
2025-12-08,3050,multi order,"392424.0,401309.0"
2025-12-08,3051,bulk,"395468.0,396446.0"
2025-12-08,3052,bulk,"392424.0,395983.0"
2025-12-08,3053,bulk,"396467.0,401309.0"
2025-12-08,3054,bulk,"395468.0,396446.0"
2025-12-08,3055,bulk,"396446.0,395983.0"
2025-12-08,3056,bulk,"399816.0,392424.0"
2025-12-08,3057,bulk,"400156.0,395983.0"
2025-12-08,3058,bulk,"392424.0,401309.0"
2025-12-08,3059,bulk,"392424.0,395983.0"
2025-12-08,3060,bulk,"400976.0,400698.0"
2025-12-08,3061,bulk,"400698.0,396446.0"
2025-12-08,3062,bulk,"396467.0,394413.0"
2025-12-08,3063,multi order,"399816.0,396467.0"
2025-12-08,3064,bulk,"399816.0,395983.0"
2025-12-08,3065,bulk,"392424.0,396467.0"
2025-12-08,3066,bulk,"400976.0,394413.0"
2025-12-08,3067,bulk,"396467.0,400156.0"
2025-12-08,3068,bulk,"401309.0,395983.0"
2025-12-08,3069,bulk,"399816.0,396446.0"
2025-12-08,3070,bulk,"395468.0,401309.0"
2025-12-08,3071,multi order,"400698.0,396467.0"
2025-12-08,3072,bulk,"400976.0,394413.0"
2025-12-08,3073,bulk,"399816.0,400156.0"
2025-12-08,3074,bulk,"392424.0,394413.0"
2025-12-08,3075,bulk,"400698.0,395983.0"
2025-12-08,3076,bulk,"396467.0,401309.0"
2025-12-08,3077,multi order,"400698.0,400156.0"
2025-12-08,3078,multi order,"400976.0,396467.0"
2025-12-08,3079,bulk,"392424.0,394413.0"
2025-12-08,3080,bulk,"400156.0,394413.0"
2025-12-08,3081,bulk,"395468.0,396446.0"
2025-12-08,3082,bulk,"400698.0,401309.0"
2025-12-08,3083,bulk,"399816.0,392424.0"
2025-12-08,3084,bulk,"400976.0,401309.0"
2025-12-08,3085,bulk,"396446.0,395983.0"
2025-12-08,3086,multi order,"400976.0,400156.0"
2025-12-08,3087,bulk,"392424.0,395468.0"
2025-12-08,3088,bulk,"400976.0,395468.0"
2025-12-08,3089,bulk,"395468.0,395983.0"
2025-12-08,3090,bulk,"399816.0,401309.0"
2025-12-08,3091,multi order,"395468.0,394413.0"
2025-12-08,3092,bulk,"401309.0,396446.0"
2025-12-08,3093,multi order,"395468.0,400156.0"
2025-12-08,3094,bulk,"392424.0,395983.0"
2025-12-08,3095,bulk,"400156.0,394413.0"
2025-12-08,3096,bulk,"396467.0,396446.0"
2025-12-08,3097,bulk,"395468.0,401309.0"
2025-12-08,3098,bulk,"396467.0,394413.0"
2025-12-08,3099,bulk,"395468.0,395983.0"
2025-12-08,3100,multi order,"400698.0,394413.0"
2025-12-08,3101,bulk,"399816.0,395983.0"
2025-12-08,3102,bulk,"395468.0,394413.0"
2025-12-08,3103,multi order,"400698.0,401309.0"
2025-12-08,3104,bulk,"392424.0,394413.0"
2025-12-08,3105,multi order,"400976.0,395468.0"
2025-12-08,3106,multi order,"400976.0,401309.0"
2025-12-08,3107,multi order,"392424.0,401309.0"
2025-12-08,3108,bulk,"395468.0,401309.0"
2025-12-08,3109,bulk,"396467.0,400156.0"
2025-12-08,3110,bulk,"392424.0,400698.0"
2025-12-08,3111,bulk,"396467.0,395468.0"
2025-12-08,3112,multi order,"400698.0,400156.0"
2025-12-08,3113,bulk,"395468.0,400156.0"
2025-12-08,3114,bulk,"392424.0,401309.0"
2025-12-08,3115,multi order,"396467.0,395983.0"
2025-12-08,3116,bulk,"392424.0,395468.0"
2025-12-08,3117,bulk,"400976.0,396467.0"
2025-12-08,3118,bulk,"396467.0,395468.0"
2025-12-08,3119,bulk,"400976.0,394413.0"
2025-12-08,3120,bulk,"396467.0,401309.0"
2025-12-08,3121,bulk,"396467.0,396446.0"
2025-12-08,3122,bulk,"395468.0,395983.0"
2025-12-08,3123,bulk,"392424.0,396446.0"
2025-12-08,3124,multi order,"392424.0,400698.0"
2025-12-08,3125,bulk,"392424.0,400156.0"
2025-12-08,3126,bulk,"400698.0,395983.0"
2025-12-08,3127,bulk,"400976.0,394413.0"
2025-12-08,3128,bulk,"401309.0,396446.0"
2025-12-08,3129,bulk,"399816.0,400976.0"
2025-12-08,3130,bulk,"396467.0,394413.0"
2025-12-08,3131,bulk,"400976.0,401309.0"
2025-12-08,3132,bulk,"392424.0,396467.0"
2025-12-08,3133,bulk,"395468.0,396446.0"
2025-12-08,3134,bulk,"401309.0,395983.0"
2025-12-08,3135,bulk,"392424.0,400698.0"
2025-12-08,3136,bulk,"400698.0,395983.0"
2025-12-08,3137,bulk,"392424.0,395468.0"
2025-12-08,3138,multi order,"399816.0,394413.0"
2025-12-08,3139,bulk,"392424.0,395983.0"
2025-12-08,3140,multi order,"400698.0,396467.0"
2025-12-08,3141,bulk,"395468.0,396446.0"
2025-12-08,3142,bulk,"392424.0,401309.0"
2025-12-08,3143,bulk,"400698.0,396467.0"
2025-12-08,3144,bulk,"401309.0,395983.0"
2025-12-08,3145,multi order,"400698.0,400156.0"
2025-12-08,3146,bulk,"396446.0,395983.0"
2025-12-08,3147,multi order,"400976.0,395468.0"
2025-12-08,3148,bulk,"400976.0,394413.0"
2025-12-08,3149,multi order,"401309.0,396446.0"
2025-12-08,3150,bulk,"400698.0,396446.0"
2025-12-08,3151,bulk,"401309.0,395983.0"
2025-12-08,3152,bulk,"396467.0,400156.0"
2025-12-08,3153,multi order,"392424.0,395983.0"
2025-12-08,3154,bulk,"392424.0,396446.0"
2025-12-08,3155,bulk,"395468.0,394413.0"
2025-12-08,3156,bulk,"399816.0,396467.0"
2025-12-08,3157,bulk,"400698.0,395983.0"
2025-12-08,3158,multi order,"400976.0,399816.0"
2025-12-08,3159,bulk,"394413.0,395983.0"
2025-12-08,3160,bulk,"400976.0,395468.0"
2025-12-08,3161,bulk,"392424.0,401309.0"
2025-12-08,3162,bulk,"396467.0,395983.0"
2025-12-08,3163,multi order,"400156.0,394413.0"
2025-12-08,3164,bulk,"399816.0,400698.0"
2025-12-08,3165,bulk,"400976.0,401309.0"
2025-12-08,3166,bulk,"395468.0,401309.0"
2025-12-08,3167,multi order,"400698.0,395983.0"
2025-12-08,3168,multi order,"392424.0,399816.0"
2025-12-08,3169,multi order,"400698.0,396446.0"
2025-12-08,3170,bulk,"401309.0,396446.0"
2025-12-08,3171,multi order,"399816.0,395983.0"
2025-12-08,3172,bulk,"396467.0,401309.0"
2025-12-08,3173,bulk,"399816.0,400698.0"
2025-12-08,3174,bulk,"396467.0,394413.0"
2025-12-08,3175,bulk,"400698.0,401309.0"
2025-12-08,3176,bulk,"394413.0,395983.0"
2025-12-08,3177,multi order,"392424.0,396446.0"
2025-12-08,3178,bulk,"400156.0,394413.0"
2025-12-08,3179,bulk,"392424.0,396467.0"
2025-12-08,3180,bulk,"399816.0,396467.0"
2025-12-08,3181,bulk,"392424.0,396446.0"
2025-12-08,3182,bulk,"396467.0,394413.0"
2025-12-08,3183,bulk,"399816.0,401309.0"
2025-12-08,3184,bulk,"400156.0,394413.0"
2025-12-08,3185,multi order,"392424.0,394413.0"
2025-12-08,3186,bulk,"395468.0,395983.0"
2025-12-08,3187,bulk,"392424.0,400156.0"
2025-12-08,3188,bulk,"400698.0,396467.0"
2025-12-08,3189,bulk,"392424.0,395468.0"
2025-12-08,3190,bulk,"399816.0,396446.0"
2025-12-08,3191,bulk,"396467.0,395468.0"
2025-12-08,3192,bulk,"396467.0,396446.0"
2025-12-08,3193,bulk,"400156.0,395983.0"
2025-12-08,3194,multi order,"400976.0,399816.0"
2025-12-08,3195,multi order,"400156.0,394413.0"
2025-12-08,3196,multi order,"396467.0,396446.0"
2025-12-08,3197,bulk,"400156.0,401309.0"
2025-12-08,3198,multi order,"396467.0,401309.0"
2025-12-08,3199,multi order,"400976.0,395983.0"
2025-12-08,3200,bulk,"399816.0,396467.0"
2025-12-08,3201,multi order,"400976.0,401309.0"
2025-12-08,3202,bulk,"392424.0,400976.0"
2025-12-08,3203,bulk,"400156.0,395983.0"
2025-12-08,3204,multi order,"399816.0,392424.0"
2025-12-08,3205,bulk,"401309.0,395983.0"
2025-12-08,3206,bulk,"400156.0,401309.0"
2025-12-08,3207,bulk,"400976.0,392424.0"
2025-12-08,3208,bulk,"399816.0,394413.0"
2025-12-08,3209,multi order,"396467.0,394413.0"
2025-12-08,3210,bulk,"392424.0,394413.0"
2025-12-08,3211,bulk,"392424.0,401309.0"
2025-12-08,3212,multi order,"392424.0,400698.0"
2025-12-08,3213,bulk,"392424.0,400156.0"
2025-12-08,3214,bulk,"396467.0,394413.0"
2025-12-08,3215,bulk,"400976.0,396446.0"
2025-12-08,3216,bulk,"394413.0,401309.0"
2025-12-08,3217,bulk,"392424.0,396446.0"
2025-12-08,3218,multi order,"395468.0,400156.0"
2025-12-08,3219,bulk,"401309.0,395983.0"
2025-12-08,3220,multi order,"396467.0,395468.0"
2025-12-08,3221,multi order,"401309.0,396446.0"
2025-12-08,3222,multi order,"401309.0,395983.0"
2025-12-08,3223,bulk,"400698.0,400156.0"
2025-12-08,3224,multi order,"400976.0,395983.0"
2025-12-08,3225,bulk,"395468.0,394413.0"
2025-12-08,3226,bulk,"399816.0,395983.0"
2025-12-08,3227,bulk,"392424.0,396467.0"
2025-12-08,3228,multi order,"392424.0,396446.0"
2025-12-08,3229,bulk,"400976.0,396467.0"
2025-12-08,3230,bulk,"400698.0,401309.0"
2025-12-08,3231,multi order,"396467.0,394413.0"
2025-12-08,3232,multi order,"401309.0,395983.0"
2025-12-08,3233,bulk,"400698.0,394413.0"
2025-12-08,3234,multi order,"400976.0,395983.0"
2025-12-08,3235,bulk,"399816.0,400156.0"
2025-12-08,3236,bulk,"400976.0,400698.0"
2025-12-08,3237,bulk,"395468.0,394413.0"
2025-12-08,3238,multi order,"392424.0,400156.0"
2025-12-08,3239,bulk,"400698.0,395468.0"
2025-12-08,3240,bulk,"399816.0,392424.0"
2025-12-08,3241,multi order,"392424.0,401309.0"
2025-12-08,3242,bulk,"399816.0,400156.0"
2025-12-08,3243,bulk,"400976.0,399816.0"
2025-12-08,3244,multi order,"401309.0,396446.0"
2025-12-08,3245,multi order,"396467.0,394413.0"
2025-12-08,3246,bulk,"395468.0,395983.0"
2025-12-08,3247,multi order,"392424.0,400976.0"
2025-12-08,3248,bulk,"392424.0,395468.0"
2025-12-08,3249,bulk,"392424.0,394413.0"
2025-12-08,3250,bulk,"400698.0,395983.0"
2025-12-08,3251,bulk,"392424.0,396446.0"
2025-12-08,3252,bulk,"400698.0,395983.0"
2025-12-08,3253,bulk,"396467.0,400156.0"
2025-12-08,3254,bulk,"400698.0,395468.0"
2025-12-08,3255,bulk,"401309.0,395983.0"
2025-12-08,3256,bulk,"399816.0,400698.0"
2025-12-08,3257,bulk,"399816.0,394413.0"
2025-12-08,3258,bulk,"400698.0,401309.0"
2025-12-08,3259,bulk,"400976.0,401309.0"
2025-12-08,3260,bulk,"396467.0,394413.0"
2025-12-08,3261,bulk,"399816.0,396446.0"
2025-12-08,3262,bulk,"392424.0,394413.0"
2025-12-08,3263,multi order,"399816.0,395468.0"
2025-12-08,3264,multi order,"392424.0,394413.0"
2025-12-08,3265,multi order,"400698.0,400156.0"
2025-12-08,3266,multi order,"392424.0,395468.0"
2025-12-08,3267,multi order,"399816.0,400156.0"
2025-12-08,3268,multi order,"396467.0,401309.0"
2025-12-08,3269,bulk,"392424.0,396467.0"
2025-12-08,3270,multi order,"399816.0,400976.0"
2025-12-08,3271,bulk,"401309.0,394413.0"
2025-12-08,3272,bulk,"392424.0,396467.0"
2025-12-08,3273,multi order,"394413.0,396446.0"
2025-12-08,3274,multi order,"400156.0,395983.0"
2025-12-08,3275,multi order,"400976.0,392424.0"
2025-12-08,3276,bulk,"392424.0,394413.0"
2025-12-08,3277,bulk,"395468.0,400156.0"
2025-12-08,3278,bulk,"396467.0,401309.0"
2025-12-08,3279,bulk,"392424.0,396446.0"
2025-12-08,3280,bulk,"395468.0,395983.0"
2025-12-08,3281,bulk,"394413.0,396446.0"
2025-12-08,3282,bulk,"395468.0,401309.0"
2025-12-08,3283,bulk,"400976.0,395983.0"
2025-12-08,3284,multi order,"400156.0,401309.0"
2025-12-08,3285,bulk,"395468.0,396446.0"
2025-12-08,3286,bulk,"401309.0,396446.0"
2025-12-08,3287,bulk,"395468.0,400156.0"
2025-12-08,3288,multi order,"401309.0,394413.0"
2025-12-08,3289,multi order,"399816.0,400156.0"
2025-12-08,3290,bulk,"400976.0,395983.0"
2025-12-08,3291,multi order,"400976.0,396467.0"
2025-12-08,3292,bulk,"400156.0,396446.0"
2025-12-08,3293,multi order,"400976.0,401309.0"
2025-12-08,3294,bulk,"394413.0,396446.0"
2025-12-08,3295,bulk,"392424.0,395468.0"
2025-12-08,3296,bulk,"400976.0,400698.0"
2025-12-08,3297,bulk,"400156.0,401309.0"
2025-12-08,3298,bulk,"396467.0,396446.0"
2025-12-08,3299,bulk,"401309.0,395983.0"
2025-12-08,3300,bulk,"399816.0,396446.0"
2025-12-08,3301,bulk,"400156.0,394413.0"
2025-12-08,3302,bulk,"392424.0,395468.0"
2025-12-08,3303,bulk,"396467.0,400156.0"
2025-12-08,3304,bulk,"399816.0,395983.0"
2025-12-08,3305,bulk,"392424.0,396446.0"
2025-12-08,3306,multi order,"400698.0,401309.0"
2025-12-08,3307,bulk,"395468.0,401309.0"
2025-12-08,3308,bulk,"399816.0,400698.0"
2025-12-08,3309,multi order,"392424.0,400156.0"
2025-12-08,3310,bulk,"399816.0,400698.0"
2025-12-08,3311,bulk,"400976.0,394413.0"
2025-12-08,3312,bulk,"396467.0,400156.0"
2025-12-08,3313,bulk,"392424.0,395468.0"
2025-12-08,3314,bulk,"401309.0,395983.0"
2025-12-08,3315,multi order,"400156.0,396446.0"
2025-12-08,3316,bulk,"395468.0,395983.0"
2025-12-08,3317,bulk,"401309.0,395983.0"
2025-12-08,3318,bulk,"395468.0,395983.0"
2025-12-08,3319,multi order,"400156.0,401309.0"
2025-12-08,3320,multi order,"400976.0,395468.0"
2025-12-08,3321,multi order,"396467.0,396446.0"
2025-12-08,3322,bulk,"399816.0,401309.0"
2025-12-08,3323,multi order,"399816.0,396467.0"
2025-12-08,3324,multi order,"392424.0,400698.0"
2025-12-08,3325,multi order,"396467.0,395468.0"
2025-12-08,3326,multi order,"396467.0,401309.0"
2025-12-08,3327,bulk,"394413.0,401309.0"
2025-12-08,3328,bulk,"395468.0,396446.0"
2025-12-08,3329,bulk,"395468.0,401309.0"
2025-12-08,3330,bulk,"395468.0,396446.0"
2025-12-08,3331,bulk,"392424.0,395983.0"
2025-12-08,3332,bulk,"400976.0,394413.0"
2025-12-08,3333,bulk,"396467.0,401309.0"
2025-12-08,3334,multi order,"400698.0,394413.0"
2025-12-08,3335,bulk,"400156.0,401309.0"
2025-12-08,3336,bulk,"400698.0,396446.0"
2025-12-08,3337,bulk,"400156.0,401309.0"
2025-12-08,3338,bulk,"392424.0,396467.0"
2025-12-08,3339,multi order,"392424.0,395983.0"
2025-12-08,3340,bulk,"400976.0,396467.0"
2025-12-08,3341,multi order,"400976.0,394413.0"
2025-12-08,3342,bulk,"401309.0,394413.0"
2025-12-08,3343,bulk,"395468.0,395983.0"
2025-12-08,3344,bulk,"400698.0,396467.0"
2025-12-08,3345,multi order,"395468.0,401309.0"
2025-12-08,3346,bulk,"400976.0,392424.0"
2025-12-08,3347,multi order,"395468.0,401309.0"
2025-12-08,3348,bulk,"400976.0,396467.0"
2025-12-08,3349,multi order,"392424.0,399816.0"
2025-12-08,3350,bulk,"396467.0,401309.0"
2025-12-08,3351,bulk,"392424.0,394413.0"
2025-12-08,3352,bulk,"400698.0,395983.0"
2025-12-08,3353,bulk,"400976.0,401309.0"
2025-12-08,3354,bulk,"400698.0,396467.0"
2025-12-08,3355,bulk,"392424.0,394413.0"
2025-12-08,3356,bulk,"395468.0,401309.0"
2025-12-08,3357,bulk,"399816.0,395983.0"
2025-12-08,3358,multi order,"400976.0,400156.0"
2025-12-08,3359,multi order,"392424.0,399816.0"
2025-12-08,3360,bulk,"396467.0,400156.0"
2025-12-08,3361,bulk,"400976.0,392424.0"
2025-12-08,3362,bulk,"400698.0,394413.0"
2025-12-08,3363,bulk,"399816.0,396467.0"
2025-12-08,3364,bulk,"400156.0,396446.0"
2025-12-08,3365,bulk,"396467.0,401309.0"
2025-12-08,3366,bulk,"396467.0,395468.0"
2025-12-08,3367,multi order,"394413.0,396446.0"
2025-12-08,3368,bulk,"392424.0,401309.0"
2025-12-08,3369,bulk,"399816.0,396467.0"
2025-12-08,3370,bulk,"400156.0,396446.0"
2025-12-08,3371,bulk,"396467.0,395983.0"
2025-12-08,3372,bulk,"396467.0,401309.0"
2025-12-08,3373,multi order,"392424.0,400156.0"
2025-12-08,3374,bulk,"392424.0,394413.0"
2025-12-08,3375,bulk,"392424.0,395983.0"
2025-12-08,3376,bulk,"400698.0,401309.0"
2025-12-08,3377,multi order,"392424.0,396446.0"
2025-12-08,3378,bulk,"399816.0,401309.0"
2025-12-08,3379,bulk,"400698.0,401309.0"
2025-12-08,3380,bulk,"400976.0,395983.0"
2025-12-08,3381,bulk,"395468.0,394413.0"
2025-12-08,3382,bulk,"396467.0,400156.0"
2025-12-08,3383,bulk,"396467.0,401309.0"
2025-12-08,3384,bulk,"392424.0,400698.0"
2025-12-08,3385,bulk,"401309.0,396446.0"
2025-12-08,3386,bulk,"400698.0,400156.0"
2025-12-08,3387,bulk,"394413.0,401309.0"
2025-12-08,3388,bulk,"399816.0,401309.0"
2025-12-08,3389,bulk,"392424.0,400976.0"
2025-12-08,3390,multi order,"396467.0,400156.0"
2025-12-08,3391,multi order,"400698.0,400156.0"
2025-12-08,3392,bulk,"395468.0,400156.0"
2025-12-08,3393,bulk,"400698.0,395468.0"
2025-12-08,3394,bulk,"396467.0,394413.0"
2025-12-08,3395,bulk,"400976.0,400698.0"
2025-12-08,3396,multi order,"399816.0,400156.0"
2025-12-08,3397,bulk,"392424.0,394413.0"
2025-12-08,3398,multi order,"392424.0,395983.0"
2025-12-08,3399,bulk,"394413.0,396446.0"
2025-12-08,3400,bulk,"392424.0,395983.0"
2025-12-08,3401,bulk,"394413.0,396446.0"
2025-12-08,3402,multi order,"399816.0,395983.0"
2025-12-08,3403,multi order,"396467.0,400156.0"
2025-12-08,3404,bulk,"392424.0,400156.0"
2025-12-08,3405,multi order,"399816.0,395983.0"
2025-12-08,3406,multi order,"396467.0,395468.0"
2025-12-08,3407,bulk,"396446.0,395983.0"
2025-12-08,3408,bulk,"395468.0,400156.0"
2025-12-08,3409,bulk,"396467.0,396446.0"
2025-12-08,3410,bulk,"400698.0,395468.0"
2025-12-08,3411,bulk,"392424.0,396467.0"
2025-12-08,3412,bulk,"400698.0,395468.0"
2025-12-08,3413,bulk,"395468.0,396446.0"
2025-12-08,3414,bulk,"396467.0,401309.0"
2025-12-08,3415,bulk,"399816.0,394413.0"
2025-12-08,3416,bulk,"399816.0,396467.0"
2025-12-08,3417,multi order,"400698.0,394413.0"
2025-12-08,3418,bulk,"392424.0,395468.0"
2025-12-08,3419,bulk,"400698.0,396467.0"
2025-12-08,3420,multi order,"392424.0,394413.0"
